Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),     diopside,clinoenstatit, hedenbergite,alumino-buffo,    buffonite,     essenite,      jadeite
36,860.46,1.650,-12.111,4.8862,3.3685,53.4122,0.0727,1.6605,0.5996,0.0000,18.4659,0.0000,24.6266,0.0000,0.0000,1.1389,0.0236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-71.278,-59.739,10.179,1.451,5.811,-0.565748,0.953670,0.565172,0.028720,-0.024717,0.041231,0.001672
37,860.18,1.600,-12.121,4.8646,3.3677,53.4313,0.0727,1.6533,0.5974,0.0000,18.4158,0.0000,24.6701,0.0000,0.0000,1.1361,0.0234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-70.996,-59.511,10.134,1.444,5.786,-0.563998,0.953806,0.563491,0.028595,-0.024594,0.041042,0.001657
38,860.18,1.600,-12.121,4.8645,3.3677,53.4313,0.0727,1.6534,0.5974,0.0000,18.4157,0.0000,24.6701,0.0000,0.0000,1.1361,0.0234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-70.995,-59.510,10.134,1.444,5.786,-0.563995,0.953806,0.563488,0.028596,-0.024595,0.041043,0.001657
39,860.07,1.550,-12.128,4.8506,3.3670,53.4461,0.0725,1.6461,0.5958,0.0000,18.3821,0.0000,24.7025,0.0000,0.0000,1.1317,0.0232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-70.819,-59.368,10.105,1.441,5.771,-0.562862,0.954001,0.562357,0.028459,-0.024468,0.040869,0.001643
40,860.07,1.550,-12.128,4.8502,3.3670,53.4461,0.0725,1.6461,0.5958,0.0000,18.3821,0.0000,24.7025,0.0000,0.0000,1.1317,0.0232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-70.812,-59.362,10.104,1.440,5.770,-0.562862,0.954001,0.562357,0.028459,-0.024468,0.040869,0.001643
41,860.07,1.550,-12.128,4.8500,3.3670,53.4461,0.0726,1.6462,0.5959,0.0000,18.3818,0.0000,24.7027,0.0000,0.0000,1.1317,0.0232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-70.809,-59.360,10.104,1.440,5.770,-0.562852,0.954000,0.562347,0.028460,-0.024468,0.040871,0.001643
42,860.82,1.500,-12.119,4.8770,3.3674,53.4386,0.0716,1.6384,0.5975,0.0000,18.4349,0.0000,24.6768,0.0000,0.0000,1.1191,0.0230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-71.190,-59.665,10.163,1.448,5.802,-0.564929,0.954494,0.564095,0.028256,-0.024315,0.040765,0.001634
43,860.82,1.500,-12.119,4.8770,3.3674,53.4386,0.0716,1.6384,0.5975,0.0000,18.4349,0.0000,24.6768,0.0000,0.0000,1.1191,0.0230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-71.190,-59.665,10.163,1.448,5.802,-0.564929,0.954494,0.564095,0.028256,-0.024315,0.040765,0.001634
44,860.83,1.500,-12.119,4.8768,3.3674,53.4387,0.0716,1.6385,0.5975,0.0000,18.4345,0.0000,24.6770,0.0000,0.0000,1.1191,0.0230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-71.187,-59.662,10.163,1.448,5.802,-0.564919,0.954493,0.564085,0.028257,-0.024315,0.040766,0.001634
45,861.58,1.450,-12.109,4.9057,3.3679,53.4303,0.0707,1.6305,0.5991,0.0000,18.4917,0.0000,24.6482,0.0000,0.0000,1.1067,0.0229,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-71.591,-59.988,10.226,1.457,5.836,-0.567121,0.954981,0.565968,0.028048,-0.024159,0.040658,0.001624
46,861.58,1.450,-12.109,4.9057,3.3679,53.4303,0.0707,1.6305,0.5991,0.0000,18.4917,0.0000,24.6482,0.0000,0.0000,1.1067,0.0229,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-71.591,-59.988,10.226,1.457,5.836,-0.567121,0.954981,0.565968,0.028048,-0.024159,0.040658,0.001624
47,861.59,1.450,-12.109,4.9055,3.3679,53.4303,0.0707,1.6306,0.5991,0.0000,18.4914,0.0000,24.6484,0.0000,0.0000,1.1067,0.0229,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-71.588,-59.985,10.226,1.457,5.835,-0.567111,0.954980,0.565958,0.028049,-0.024159,0.040659,0.001624
48,862.34,1.400,-12.100,4.9363,3.3684,53.4209,0.0697,1.6224,0.6007,0.0000,18.5528,0.0000,24.6163,0.0000,0.0000,1.0943,0.0227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.018,-60.331,10.293,1.465,5.871,-0.569448,0.955463,0.567987,0.027835,-0.023998,0.040547,0.001615
49,862.34,1.400,-12.100,4.9363,3.3684,53.4209,0.0697,1.6224,0.6007,0.0000,18.5528,0.0000,24.6163,0.0000,0.0000,1.0943,0.0227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.018,-60.331,10.293,1.465,5.872,-0.569448,0.955463,0.567987,0.027835,-0.023998,0.040547,0.001615
50,862.35,1.400,-12.100,4.9361,3.3684,53.4210,0.0697,1.6224,0.6008,0.0000,18.5525,0.0000,24.6165,0.0000,0.0000,1.0944,0.0227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.015,-60.328,10.292,1.465,5.871,-0.569439,0.955462,0.567977,0.027836,-0.023999,0.040548,0.001615
51,863.11,1.350,-12.090,4.9690,3.3690,53.4105,0.0687,1.6139,0.6024,0.0000,18.6187,0.0000,24.5810,0.0000,0.0000,1.0822,0.0226,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.473,-60.696,10.364,1.475,5.910,-0.571923,0.955939,0.570165,0.027616,-0.023834,0.040433,0.001604
52,863.11,1.350,-12.090,4.9690,3.3690,53.4105,0.0687,1.6139,0.6024,0.0000,18.6187,0.0000,24.5810,0.0000,0.0000,1.0822,0.0226,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.473,-60.697,10.364,1.475,5.910,-0.571923,0.955939,0.570165,0.027616,-0.023834,0.040433,0.001604
53,863.12,1.350,-12.090,4.9688,3.3690,53.4105,0.0687,1.6140,0.6024,0.0000,18.6184,0.0000,24.5812,0.0000,0.0000,1.0822,0.0226,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.470,-60.694,10.364,1.475,5.910,-0.571913,0.955938,0.570155,0.027617,-0.023834,0.040434,0.001605
54,863.88,1.300,-12.081,5.0039,3.3696,53.3989,0.0676,1.6053,0.6040,0.0000,18.6897,0.0000,24.5419,0.0000,0.0000,1.0701,0.0224,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.956,-61.086,10.440,1.485,5.951,-0.574556,0.956409,0.572513,0.027391,-0.023665,0.040314,0.001594
55,863.88,1.300,-12.081,5.0039,3.3696,53.3989,0.0676,1.6053,0.6040,0.0000,18.6897,0.0000,24.5419,0.0000,0.0000,1.0701,0.0224,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.956,-61.086,10.440,1.485,5.951,-0.574556,0.956409,0.572513,0.027391,-0.023665,0.040314,0.001594
56,863.89,1.300,-12.080,5.0037,3.3696,53.3989,0.0676,1.6053,0.6041,0.0000,18.6894,0.0000,24.5421,0.0000,0.0000,1.0702,0.0224,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.953,-61.083,10.439,1.485,5.950,-0.574547,0.956408,0.572504,0.027392,-0.023666,0.040316,0.001594
57,864.65,1.250,-12.071,5.0411,3.3703,53.3860,0.0666,1.5963,0.6057,0.0000,18.7661,0.0000,24.4988,0.0000,0.0000,1.0582,0.0223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.470,-61.500,10.520,1.496,5.994,-0.577362,0.956872,0.575046,0.027160,-0.023492,0.040192,0.001584
58,864.65,1.250,-12.071,5.0411,3.3703,53.3860,0.0666,1.5963,0.6057,0.0000,18.7661,0.0000,24.4988,0.0000,0.0000,1.0582,0.0223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.470,-61.500,10.520,1.496,5.994,-0.577362,0.956872,0.575046,0.027160,-0.023492,0.040192,0.001584
59,864.66,1.250,-12.071,5.0409,3.3703,53.3860,0.0666,1.5963,0.6057,0.0000,18.7658,0.0000,24.4990,0.0000,0.0000,1.0583,0.0223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.468,-61.498,10.520,1.496,5.994,-0.577353,0.956871,0.575036,0.027160,-0.023492,0.040193,0.001584
60,865.42,1.200,-12.061,5.0808,3.3711,53.3717,0.0655,1.5870,0.6074,0.0000,18.8484,0.0000,24.4514,0.0000,0.0000,1.0465,0.0221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.017,-61.941,10.606,1.507,6.040,-0.580354,0.957329,0.577777,0.026922,-0.023313,0.040066,0.001573
61,865.42,1.200,-12.061,5.0809,3.3711,53.3717,0.0655,1.5870,0.6074,0.0000,18.8484,0.0000,24.4514,0.0000,0.0000,1.0465,0.0221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.017,-61.941,10.606,1.507,6.040,-0.580354,0.957329,0.577777,0.026922,-0.023313,0.040066,0.001573
62,865.43,1.200,-12.061,5.0807,3.3711,53.3718,0.0655,1.5871,0.6074,0.0000,18.8481,0.0000,24.4515,0.0000,0.0000,1.0465,0.0221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.014,-61.939,10.606,1.507,6.040,-0.580345,0.957328,0.577768,0.026922,-0.023314,0.040067,0.001573
63,866.19,1.150,-12.052,5.1233,3.3720,53.3560,0.0643,1.5775,0.6090,0.0000,18.9371,0.0000,24.3993,0.0000,0.0000,1.0349,0.0220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.598,-62.410,10.697,1.519,6.090,-0.583547,0.957780,0.580724,0.026677,-0.023130,0.039934,0.001561
64,866.19,1.150,-12.052,5.1233,3.3720,53.3560,0.0643,1.5775,0.6090,0.0000,18.9371,0.0000,24.3993,0.0000,0.0000,1.0349,0.0220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.598,-62.410,10.697,1.519,6.090,-0.583547,0.957780,0.580724,0.026677,-0.023130,0.039934,0.001561
65,866.20,1.150,-12.052,5.1231,3.3720,53.3560,0.0643,1.5775,0.6090,0.0000,18.9368,0.0000,24.3994,0.0000,0.0000,1.0349,0.0220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.596,-62.408,10.697,1.519,6.090,-0.583539,0.957779,0.580715,0.026678,-0.023130,0.039935,0.001561
66,866.96,1.100,-12.042,5.1685,3.3729,53.3386,0.0632,1.5675,0.6107,0.0000,19.0326,0.0000,24.3421,0.0000,0.0000,1.0235,0.0218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-75.215,-62.909,10.794,1.532,6.142,-0.586959,0.958223,0.583903,0.026425,-0.022941,0.039798,0.001550
67,866.96,1.100,-12.042,5.1685,3.3729,53.3386,0.0632,1.5675,0.6107,0.0000,19.0326,0.0000,24.3421,0.0000,0.0000,1.0235,0.0218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-75.216,-62.909,10.794,1.532,6.142,-0.586959,0.958223,0.583903,0.026425,-0.022941,0.039798,0.001550
68,866.96,1.100,-12.042,5.1684,3.3729,53.3387,0.0632,1.5676,0.6107,0.0000,19.0324,0.0000,24.3423,0.0000,0.0000,1.0235,0.0218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-75.213,-62.907,10.794,1.532,6.142,-0.586951,0.958222,0.583895,0.026426,-0.022941,0.039799,0.001550
69,867.72,1.050,-12.033,5.2168,3.3740,53.3196,0.0620,1.5573,0.6123,0.0000,19.1355,0.0000,24.2795,0.0000,0.0000,1.0122,0.0216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-75.872,-63.439,10.897,1.546,6.198,-0.590606,0.958659,0.587332,0.026166,-0.022746,0.039657,0.001538
70,867.72,1.050,-12.033,5.2168,3.3740,53.3196,0.0620,1.5573,0.6123,0.0000,19.1355,0.0000,24.2795,0.0000,0.0000,1.0122,0.0216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-75.872,-63.439,10.897,1.546,6.198,-0.590606,0.958659,0.587332,0.026166,-0.022746,0.039657,0.001538
71,867.72,1.050,-12.033,5.2167,3.3740,53.3196,0.0620,1.5573,0.6123,0.0000,19.1353,0.0000,24.2797,0.0000,0.0000,1.0122,0.0216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-75.870,-63.438,10.897,1.546,6.198,-0.590599,0.958658,0.587325,0.026166,-0.022746,0.039658,0.001538
72,868.47,1.000,-12.024,5.2683,3.3752,53.2986,0.0607,1.5466,0.6140,0.0000,19.2464,0.0000,24.2111,0.0000,0.0000,1.0012,0.0214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-76.569,-64.003,11.007,1.561,6.258,-0.594508,0.959087,0.591033,0.025899,-0.022545,0.039510,0.001525
73,868.47,1.000,-12.024,5.2683,3.3752,53.2986,0.0607,1.5466,0.6140,0.0000,19.2464,0.0000,24.2111,0.0000,0.0000,1.0012,0.0214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-76.569,-64.003,11.007,1.561,6.258,-0.594508,0.959087,0.591033,0.025899,-0.022545,0.039510,0.001525
74,868.47,1.000,-12.024,5.2682,3.3752,53.2986,0.0607,1.5466,0.6140,0.0000,19.2462,0.0000,24.2112,0.0000,0.0000,1.0012,0.0214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-76.567,-64.002,11.007,1.561,6.258,-0.594502,0.959087,0.591026,0.025899,-0.022545,0.039511,0.001525
75,869.21,0.950,-12.015,5.3232,3.3764,53.2756,0.0595,1.5356,0.6156,0.0000,19.3659,0.0000,24.1364,0.0000,0.0000,0.9903,0.0212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-77.309,-64.602,11.124,1.577,6.321,-0.598687,0.959508,0.595025,0.025624,-0.022338,0.039357,0.001512
76,869.21,0.950,-12.015,5.3233,3.3764,53.2756,0.0595,1.5356,0.6156,0.0000,19.3659,0.0000,24.1364,0.0000,0.0000,0.9903,0.0212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-77.310,-64.602,11.124,1.577,6.321,-0.598687,0.959508,0.595025,0.025624,-0.022338,0.039357,0.001512
77,869.21,0.950,-12.015,5.3231,3.3764,53.2756,0.0595,1.5356,0.6156,0.0000,19.3657,0.0000,24.1365,0.0000,0.0000,0.9903,0.0212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-77.308,-64.601,11.124,1.577,6.321,-0.598681,0.959507,0.595019,0.025624,-0.022338,0.039358,0.001512
78,869.93,0.900,-12.006,5.3818,3.3778,53.2504,0.0582,1.5242,0.6172,0.0000,19.4946,0.0000,24.0548,0.0000,0.0000,0.9796,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-78.095,-65.238,11.248,1.593,6.388,-0.603166,0.959920,0.599333,0.025340,-0.022125,0.039199,0.001498
79,869.93,0.900,-12.006,5.3818,3.3778,53.2504,0.0582,1.5242,0.6172,0.0000,19.4946,0.0000,24.0548,0.0000,0.0000,0.9796,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-78.096,-65.239,11.248,1.593,6.388,-0.603166,0.959920,0.599333,0.025340,-0.022125,0.039199,0.001498
80,869.93,0.900,-12.006,5.3817,3.3778,53.2504,0.0582,1.5242,0.6172,0.0000,19.4945,0.0000,24.0549,0.0000,0.0000,0.9796,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-78.095,-65.238,11.248,1.593,6.388,-0.603161,0.959920,0.599328,0.025341,-0.022125,0.039199,0.001498
81,870.63,0.850,-11.998,5.4443,3.3794,53.2229,0.0568,1.5123,0.6188,0.0000,19.6333,0.0000,23.9660,0.0000,0.0000,0.9691,0.0208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-78.930,-65.914,11.380,1.611,6.460,-0.607969,0.960324,0.603984,0.025049,-0.021905,0.039034,0.001483
82,870.63,0.850,-11.998,5.4443,3.3794,53.2229,0.0568,1.5123,0.6188,0.0000,19.6333,0.0000,23.9660,0.0000,0.0000,0.9691,0.0208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-78.931,-65.915,11.380,1.611,6.460,-0.607969,0.960324,0.603984,0.025049,-0.021905,0.039034,0.001483
83,870.63,0.850,-11.998,5.4442,3.3794,53.2229,0.0568,1.5123,0.6188,0.0000,19.6332,0.0000,23.9661,0.0000,0.0000,0.9691,0.0208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-78.930,-65.914,11.379,1.611,6.460,-0.607964,0.960324,0.603979,0.025049,-0.021905,0.039034,0.001483
84,871.31,0.800,-11.990,5.5109,3.3810,53.1927,0.0555,1.5001,0.6204,0.0000,19.7828,0.0000,23.8692,0.0000,0.0000,0.9588,0.0206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-79.816,-66.632,11.520,1.630,6.536,-0.613124,0.960719,0.609004,0.024749,-0.021678,0.038862,0.001468
85,871.31,0.800,-11.990,5.5110,3.3810,53.1927,0.0555,1.5001,0.6204,0.0000,19.7828,0.0000,23.8692,0.0000,0.0000,0.9588,0.0206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-79.817,-66.633,11.520,1.630,6.537,-0.613124,0.960719,0.609004,0.024749,-0.021678,0.038862,0.001468
86,871.31,0.800,-11.990,5.5109,3.3810,53.1927,0.0555,1.5001,0.6204,0.0000,19.7827,0.0000,23.8693,0.0000,0.0000,0.9588,0.0206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-79.816,-66.632,11.520,1.630,6.536,-0.613121,0.960719,0.609001,0.024749,-0.021678,0.038863,0.001468
87,871.95,0.750,-11.983,5.5821,3.3829,53.1598,0.0541,1.4874,0.6219,0.0000,19.9440,0.0000,23.7639,0.0000,0.0000,0.9487,0.0203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-80.757,-67.395,11.669,1.650,6.618,-0.618664,0.961106,0.614426,0.024441,-0.021444,0.038684,0.001451
88,871.95,0.750,-11.983,5.5821,3.3829,53.1598,0.0541,1.4874,0.6219,0.0000,19.9440,0.0000,23.7639,0.0000,0.0000,0.9487,0.0203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-80.758,-67.396,11.669,1.650,6.618,-0.618664,0.961106,0.614426,0.024441,-0.021444,0.038684,0.001451
89,871.95,0.750,-11.983,5.5821,3.3829,53.1598,0.0541,1.4874,0.6219,0.0000,19.9440,0.0000,23.7639,0.0000,0.0000,0.9487,0.0203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-80.757,-67.395,11.669,1.650,6.618,-0.618662,0.961106,0.614424,0.024441,-0.021444,0.038685,0.001451
90,872.55,0.700,-11.976,5.6580,3.3849,53.1237,0.0527,1.4742,0.6234,0.0000,20.1179,0.0000,23.6493,0.0000,0.0000,0.9387,0.0201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-81.756,-68.205,11.827,1.672,6.704,-0.624624,0.961485,0.620284,0.024124,-0.021203,0.038500,0.001434
91,872.55,0.700,-11.976,5.6580,3.3849,53.1237,0.0527,1.4742,0.6234,0.0000,20.1179,0.0000,23.6493,0.0000,0.0000,0.9387,0.0201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-81.757,-68.206,11.827,1.672,6.704,-0.624624,0.961485,0.620284,0.024124,-0.021203,0.038500,0.001434
92,872.55,0.700,-11.976,5.6580,3.3849,53.1237,0.0527,1.4742,0.6234,0.0000,20.1179,0.0000,23.6493,0.0000,0.0000,0.9387,0.0201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-81.757,-68.206,11.827,1.672,6.704,-0.624623,0.961485,0.620284,0.024124,-0.021203,0.038500,0.001434
