Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),       albite,    anorthite,     sanidine
87,874.23,0.750,-11.941,35.2156,2.6118,58.6946,0.0000,26.1104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8458,6.9144,0.4349,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-584.859,-495.622,77.775,13.483,42.580,0.599370,0.375826,0.024803
88,874.09,0.750,-11.943,35.2832,2.6118,58.6980,0.0000,26.1080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8430,6.9158,0.4353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-585.971,-496.579,77.920,13.509,42.662,0.599485,0.375691,0.024824
89,874.09,0.750,-11.943,35.2829,2.6118,58.6980,0.0000,26.1080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8430,6.9157,0.4353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-585.966,-496.574,77.919,13.509,42.661,0.599484,0.375693,0.024824
90,875.23,0.700,-11.927,36.0977,2.6106,58.8100,0.0000,26.0297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7522,6.9599,0.4483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-599.628,-508.004,79.786,13.827,43.657,0.603178,0.371262,0.025559
91,875.07,0.700,-11.930,36.1686,2.6106,58.8135,0.0000,26.0272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7493,6.9613,0.4487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-600.792,-509.007,79.937,13.854,43.743,0.603297,0.371121,0.025582
92,875.07,0.700,-11.930,36.1685,2.6106,58.8135,0.0000,26.0272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7493,6.9613,0.4487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-600.791,-509.005,79.937,13.854,43.743,0.603297,0.371121,0.025582
93,876.24,0.650,-11.913,36.9957,2.6095,58.9244,0.0000,25.9494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6593,7.0045,0.4624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-614.666,-520.605,81.835,14.178,44.754,0.606910,0.366730,0.026361
94,876.06,0.650,-11.916,37.0697,2.6094,58.9281,0.0000,25.9468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6563,7.0060,0.4629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-615.879,-521.652,81.992,14.206,44.843,0.607031,0.366583,0.026385
95,876.06,0.650,-11.916,37.0698,2.6094,58.9281,0.0000,25.9468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6563,7.0060,0.4629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-615.881,-521.654,81.993,14.206,44.843,0.607032,0.366583,0.026386
96,877.26,0.600,-11.899,37.9093,2.6083,59.0378,0.0000,25.8696,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5670,7.0481,0.4774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-629.966,-533.422,83.922,14.534,45.870,0.610555,0.362234,0.027211
97,877.06,0.600,-11.903,37.9860,2.6083,59.0416,0.0000,25.8670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5640,7.0496,0.4779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-631.224,-534.509,84.085,14.564,45.962,0.610677,0.362085,0.027238
98,877.06,0.600,-11.903,37.9864,2.6083,59.0416,0.0000,25.8669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5639,7.0496,0.4779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-631.230,-534.514,84.085,14.564,45.963,0.610678,0.362083,0.027239
99,878.28,0.550,-11.885,38.8381,2.6071,59.1500,0.0000,25.7905,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4756,7.0905,0.4934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-645.526,-546.451,86.045,14.897,47.005,0.614103,0.357781,0.028117
100,878.07,0.550,-11.889,38.9174,2.6071,59.1538,0.0000,25.7878,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4725,7.0920,0.4939,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-646.824,-547.574,86.213,14.927,47.100,0.614224,0.357630,0.028146
101,878.06,0.550,-11.889,38.9180,2.6071,59.1538,0.0000,25.7878,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4724,7.0920,0.4940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-646.834,-547.583,86.214,14.928,47.101,0.614226,0.357628,0.028146
102,879.31,0.500,-11.871,39.7822,2.6060,59.2607,0.0000,25.7120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3850,7.1317,0.5105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-661.345,-559.691,88.206,15.266,48.159,0.617543,0.353374,0.029083
103,879.08,0.500,-11.875,39.8637,2.6060,59.2645,0.0000,25.7094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3819,7.1332,0.5110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-662.677,-560.847,88.377,15.297,48.256,0.617662,0.353224,0.029114
104,879.07,0.500,-11.875,39.8646,2.6060,59.2646,0.0000,25.7093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3819,7.1332,0.5110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-662.691,-560.859,88.379,15.298,48.258,0.617665,0.353221,0.029114
105,880.35,0.450,-11.856,40.7419,2.6048,59.3700,0.0000,25.6343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2954,7.1715,0.5287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-677.426,-573.145,90.404,15.641,49.331,0.620866,0.349017,0.030117
106,880.09,0.450,-11.861,40.8254,2.6048,59.3737,0.0000,25.6317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2924,7.1729,0.5293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-678.789,-574.329,90.579,15.673,49.431,0.620981,0.348870,0.030150
107,880.09,0.450,-11.861,40.8265,2.6048,59.3738,0.0000,25.6316,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2923,7.1729,0.5293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-678.807,-574.345,90.581,15.674,49.433,0.620984,0.348865,0.030151
108,881.40,0.400,-11.842,41.7179,2.6037,59.4777,0.0000,25.5573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2068,7.2098,0.5484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-693.784,-586.825,92.642,16.023,50.524,0.624060,0.344711,0.031229
109,881.12,0.400,-11.847,41.8031,2.6037,59.4813,0.0000,25.5548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2038,7.2111,0.5490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-695.173,-588.034,92.820,16.056,50.626,0.624169,0.344567,0.031264
110,881.11,0.400,-11.847,41.8044,2.6037,59.4815,0.0000,25.5547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2037,7.2111,0.5490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-695.194,-588.053,92.822,16.056,50.628,0.624172,0.344563,0.031265
111,882.46,0.350,-11.828,42.7121,2.6025,59.5839,0.0000,25.4811,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1190,7.2464,0.5696,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-710.448,-600.754,94.923,16.412,51.739,0.627114,0.340453,0.032433
112,882.15,0.350,-11.833,42.7987,2.6025,59.5874,0.0000,25.4786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1162,7.2476,0.5703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-711.858,-601.985,95.103,16.445,51.843,0.627215,0.340316,0.032469
113,882.14,0.350,-11.833,42.8003,2.6025,59.5875,0.0000,25.4785,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1161,7.2476,0.5703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-711.882,-602.007,95.106,16.446,51.845,0.627219,0.340311,0.032470
114,883.53,0.300,-11.813,43.7275,2.6014,59.6886,0.0000,25.4053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0321,7.2812,0.5928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-727.468,-614.975,97.256,16.809,52.980,0.630016,0.336238,0.033745
115,883.20,0.300,-11.819,43.8154,2.6014,59.6919,0.0000,25.4030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0294,7.2823,0.5934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-728.896,-616.225,97.437,16.843,53.085,0.630109,0.336108,0.033783
116,883.19,0.300,-11.819,43.8171,2.6014,59.6920,0.0000,25.4029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0293,7.2823,0.5935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-728.924,-616.250,97.440,16.844,53.087,0.630113,0.336103,0.033785
117,884.62,0.250,-11.798,44.7696,2.6002,59.7922,0.0000,25.3298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.9457,7.3140,0.6183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-744.936,-629.562,99.652,17.218,54.253,0.632754,0.332052,0.035193
118,884.27,0.250,-11.804,44.8587,2.6002,59.7952,0.0000,25.3277,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.9432,7.3150,0.6190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-746.381,-630.831,99.834,17.252,54.360,0.632837,0.331931,0.035232
119,884.25,0.250,-11.804,44.8606,2.6002,59.7953,0.0000,25.3276,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.9431,7.3150,0.6190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-746.411,-630.858,99.838,17.253,54.362,0.632841,0.331925,0.035234
120,888.18,0.200,-11.738,46.5027,2.5987,59.9021,0.0000,25.2423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8478,7.3294,0.6784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-774.086,-653.642,103.712,17.894,56.373,0.634038,0.327349,0.038613
121,887.74,0.200,-11.746,46.7175,2.5987,59.9082,0.0000,25.2369,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8419,7.3290,0.6839,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-777.602,-656.672,104.171,17.977,56.631,0.634009,0.327068,0.038923
122,887.75,0.200,-11.745,46.7138,2.5987,59.9081,0.0000,25.2370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8421,7.3290,0.6837,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-777.542,-656.619,104.163,17.976,56.627,0.634009,0.327075,0.038916
123,893.33,0.150,-11.650,48.8819,2.5969,60.0189,0.0000,25.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7361,7.3216,0.7834,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-814.086,-686.576,109.312,18.823,59.281,0.633386,0.322023,0.044591
124,892.75,0.150,-11.660,49.1234,2.5969,60.0251,0.0000,25.1341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7298,7.3200,0.7910,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-818.027,-689.983,109.825,18.916,59.570,0.633255,0.321724,0.045021
125,892.76,0.150,-11.660,49.1204,2.5969,60.0250,0.0000,25.1342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7299,7.3200,0.7908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-817.978,-689.940,109.818,18.915,59.566,0.633258,0.321729,0.045013
126,898.76,0.100,-11.557,51.5158,2.5950,60.1365,0.0000,25.0276,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6160,7.2890,0.9309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-858.296,-722.912,115.524,19.852,62.494,0.630676,0.316332,0.052992
127,898.03,0.100,-11.570,51.7674,2.5949,60.1422,0.0000,25.0214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6096,7.2856,0.9411,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-862.378,-726.461,116.051,19.949,62.794,0.630394,0.316030,0.053575
128,898.04,0.100,-11.570,51.7658,2.5949,60.1422,0.0000,25.0215,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6096,7.2857,0.9410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-862.351,-726.438,116.048,19.949,62.792,0.630397,0.316033,0.053570
129,904.83,0.050,-11.454,54.6415,2.5926,60.2602,0.0000,24.8918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4751,7.2088,1.1640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-910.588,-765.808,122.905,21.076,66.296,0.623989,0.309722,0.066289
130,903.93,0.050,-11.470,54.8951,2.5926,60.2651,0.0000,24.8853,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4686,7.2028,1.1781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-914.664,-769.382,123.425,21.174,66.595,0.623483,0.309420,0.067096
