Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),     chromite,    hercynite,    magnetite,       spinel,   ulvospinel
81,872.25,0.850,-11.968,1.7521,4.8283,0.0000,9.4404,2.6272,49.1546,0.0000,36.0097,0.0000,2.7681,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.807,-9.006,3.319,0.363,1.584,0.000000,-0.094997,0.681399,0.152038,0.261560
82,872.14,0.850,-11.970,1.7546,4.8284,0.0000,9.4430,2.6255,49.1509,0.0000,36.0138,0.0000,2.7668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.825,-9.019,3.323,0.363,1.586,0.000000,-0.094967,0.681360,0.151971,0.261636
83,872.15,0.850,-11.970,1.7546,4.8284,0.0000,9.4429,2.6255,49.1511,0.0000,36.0136,0.0000,2.7669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.825,-9.019,3.323,0.363,1.586,0.000000,-0.094968,0.681362,0.151973,0.261634
84,873.23,0.800,-11.954,1.7530,4.8290,0.0000,9.4565,2.6051,49.1380,0.0000,36.0537,0.0000,2.7467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.812,-9.004,3.322,0.363,1.585,0.000000,-0.094328,0.681350,0.150904,0.262074
85,873.11,0.800,-11.956,1.7557,4.8290,0.0000,9.4595,2.6031,49.1338,0.0000,36.0583,0.0000,2.7453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.830,-9.017,3.326,0.364,1.587,0.000000,-0.094295,0.681305,0.150827,0.262162
86,873.11,0.800,-11.956,1.7556,4.8290,0.0000,9.4594,2.6031,49.1339,0.0000,36.0582,0.0000,2.7453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.830,-9.017,3.326,0.364,1.587,0.000000,-0.094295,0.681306,0.150829,0.262161
87,874.23,0.750,-11.941,1.7526,4.8297,0.0000,9.4754,2.5816,49.1166,0.0000,36.1026,0.0000,2.7237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.806,-8.995,3.322,0.363,1.584,0.000000,-0.093598,0.681245,0.149680,0.262673
88,874.09,0.750,-11.943,1.7553,4.8298,0.0000,9.4788,2.5794,49.1118,0.0000,36.1079,0.0000,2.7221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.825,-9.008,3.327,0.363,1.587,0.000000,-0.093561,0.681193,0.149595,0.262773
89,874.09,0.750,-11.943,1.7553,4.8298,0.0000,9.4788,2.5794,49.1119,0.0000,36.1078,0.0000,2.7221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.825,-9.008,3.327,0.363,1.587,0.000000,-0.093561,0.681194,0.149596,0.262772
90,875.23,0.700,-11.927,1.7506,4.8305,0.0000,9.4975,2.5568,49.0898,0.0000,36.1570,0.0000,2.6989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.789,-8.977,3.319,0.362,1.582,0.000000,-0.092804,0.681076,0.148362,0.263366
91,875.07,0.700,-11.930,1.7533,4.8306,0.0000,9.5014,2.5543,49.0843,0.0000,36.1629,0.0000,2.6971,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.808,-8.991,3.324,0.363,1.585,0.000000,-0.092763,0.681016,0.148268,0.263479
92,875.07,0.700,-11.930,1.7533,4.8306,0.0000,9.5014,2.5543,49.0843,0.0000,36.1629,0.0000,2.6971,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.808,-8.991,3.324,0.363,1.585,0.000000,-0.092763,0.681016,0.148268,0.263478
93,876.24,0.650,-11.913,1.7469,4.8313,0.0000,9.5233,2.5304,49.0566,0.0000,36.2174,0.0000,2.6723,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.758,-8.950,3.313,0.362,1.579,0.000000,-0.091942,0.680833,0.146946,0.264164
94,876.06,0.650,-11.916,1.7496,4.8314,0.0000,9.5276,2.5277,49.0505,0.0000,36.2239,0.0000,2.6703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.777,-8.964,3.318,0.362,1.581,0.000000,-0.091898,0.680764,0.146843,0.264291
95,876.06,0.650,-11.916,1.7496,4.8314,0.0000,9.5276,2.5277,49.0504,0.0000,36.2239,0.0000,2.6703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.777,-8.964,3.318,0.362,1.581,0.000000,-0.091898,0.680764,0.146842,0.264291
96,877.26,0.600,-11.899,1.7411,4.8323,0.0000,9.5532,2.5026,49.0163,0.0000,36.2842,0.0000,2.6437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.712,-8.913,3.303,0.360,1.573,0.000000,-0.091009,0.680503,0.145424,0.265082
97,877.06,0.600,-11.903,1.7438,4.8324,0.0000,9.5580,2.4996,49.0094,0.0000,36.2914,0.0000,2.6416,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.731,-8.926,3.308,0.361,1.576,0.000000,-0.090961,0.680426,0.145313,0.265223
98,877.06,0.600,-11.903,1.7438,4.8324,0.0000,9.5580,2.4995,49.0094,0.0000,36.2914,0.0000,2.6416,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.731,-8.926,3.308,0.361,1.576,0.000000,-0.090961,0.680425,0.145312,0.265224
99,878.28,0.550,-11.885,1.7329,4.8332,0.0000,9.5877,2.4730,48.9679,0.0000,36.3582,0.0000,2.6131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.649,-8.863,3.288,0.359,1.566,0.000000,-0.090000,0.680073,0.143793,0.266135
100,878.07,0.550,-11.889,1.7357,4.8334,0.0000,9.5930,2.4698,48.9602,0.0000,36.3661,0.0000,2.6109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.668,-8.877,3.293,0.359,1.568,0.000000,-0.089949,0.679986,0.143673,0.266290
101,878.06,0.550,-11.889,1.7357,4.8334,0.0000,9.5931,2.4698,48.9601,0.0000,36.3662,0.0000,2.6109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.668,-8.877,3.293,0.359,1.568,0.000000,-0.089948,0.679984,0.143671,0.266293
102,879.31,0.500,-11.871,1.7222,4.8343,0.0000,9.6276,2.4418,48.9100,0.0000,36.4403,0.0000,2.5804,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.567,-8.799,3.269,0.356,1.556,0.000000,-0.088910,0.679525,0.142043,0.267342
103,879.08,0.500,-11.875,1.7249,4.8344,0.0000,9.6334,2.4383,48.9015,0.0000,36.4488,0.0000,2.5780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.585,-8.813,3.274,0.357,1.558,0.000000,-0.088857,0.679427,0.141916,0.267513
104,879.07,0.500,-11.875,1.7249,4.8344,0.0000,9.6335,2.4383,48.9013,0.0000,36.4490,0.0000,2.5779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.585,-8.813,3.274,0.357,1.558,0.000000,-0.088856,0.679425,0.141914,0.267517
105,880.35,0.450,-11.856,1.7083,4.8354,0.0000,9.6736,2.4087,48.8411,0.0000,36.5313,0.0000,2.5453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.461,-8.720,3.243,0.353,1.543,0.000000,-0.087734,0.678838,0.140168,0.268729
106,880.09,0.450,-11.861,1.7110,4.8355,0.0000,9.6800,2.4050,48.8317,0.0000,36.5405,0.0000,2.5428,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.479,-8.734,3.248,0.354,1.545,0.000000,-0.087678,0.678729,0.140034,0.268915
107,880.09,0.450,-11.861,1.7110,4.8355,0.0000,9.6802,2.4049,48.8314,0.0000,36.5408,0.0000,2.5427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.480,-8.734,3.248,0.354,1.545,0.000000,-0.087676,0.678726,0.140030,0.268920
108,881.40,0.400,-11.842,1.6909,4.8366,0.0000,9.7270,2.3736,48.7591,0.0000,36.6327,0.0000,2.5077,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.330,-8.623,3.211,0.350,1.527,0.000000,-0.086463,0.677984,0.138155,0.270324
109,881.12,0.400,-11.847,1.6935,4.8367,0.0000,9.7340,2.3698,48.7487,0.0000,36.6425,0.0000,2.5050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.348,-8.636,3.216,0.350,1.529,0.000000,-0.086405,0.677863,0.138015,0.270527
110,881.11,0.400,-11.847,1.6936,4.8367,0.0000,9.7342,2.3696,48.7484,0.0000,36.6429,0.0000,2.5050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.348,-8.636,3.216,0.350,1.529,0.000000,-0.086403,0.677859,0.138010,0.270534
111,882.46,0.350,-11.828,1.6693,4.8378,0.0000,9.7890,2.3363,48.6613,0.0000,36.7460,0.0000,2.4673,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.168,-8.503,3.171,0.345,1.507,0.000000,-0.085088,0.676927,0.135991,0.272170
112,882.15,0.350,-11.833,1.6719,4.8380,0.0000,9.7966,2.3323,48.6500,0.0000,36.7565,0.0000,2.4646,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.185,-8.516,3.176,0.346,1.509,0.000000,-0.085029,0.676793,0.135846,0.272390
113,882.14,0.350,-11.833,1.6719,4.8380,0.0000,9.7969,2.3322,48.6496,0.0000,36.7569,0.0000,2.4645,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.185,-8.517,3.176,0.346,1.509,0.000000,-0.085027,0.676788,0.135840,0.272399
114,883.53,0.300,-11.813,1.6426,4.8391,0.0000,9.8617,2.2966,48.5443,0.0000,36.8736,0.0000,2.4238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.969,-8.359,3.121,0.339,1.483,0.000000,-0.083595,0.675619,0.133657,0.274320
115,883.20,0.300,-11.819,1.6451,4.8393,0.0000,9.8699,2.2924,48.5319,0.0000,36.8848,0.0000,2.4210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.986,-8.371,3.126,0.340,1.485,0.000000,-0.083535,0.675470,0.133506,0.274559
116,883.19,0.300,-11.819,1.6451,4.8393,0.0000,9.8703,2.2922,48.5313,0.0000,36.8853,0.0000,2.4209,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.986,-8.372,3.126,0.340,1.485,0.000000,-0.083533,0.675464,0.133500,0.274569
117,884.62,0.250,-11.798,1.6096,4.8405,0.0000,9.9478,2.2540,48.4028,0.0000,37.0188,0.0000,2.3766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.724,-8.182,3.059,0.333,1.453,0.000000,-0.081965,0.673988,0.131122,0.276854
118,884.27,0.250,-11.804,1.6120,4.8407,0.0000,9.9567,2.2496,48.3891,0.0000,37.0307,0.0000,2.3738,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.740,-8.195,3.064,0.333,1.455,0.000000,-0.081905,0.673823,0.130969,0.277113
119,884.25,0.250,-11.804,1.6120,4.8407,0.0000,9.9571,2.2494,48.3885,0.0000,37.0313,0.0000,2.3736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.741,-8.195,3.064,0.333,1.455,0.000000,-0.081902,0.673816,0.130961,0.277125
120,888.18,0.200,-11.738,1.6369,4.8389,0.0000,10.0638,2.2457,48.1901,0.0000,37.1208,0.0000,2.3796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.946,-8.327,3.117,0.338,1.478,0.000000,-0.082300,0.670967,0.131272,0.280060
121,887.74,0.200,-11.746,1.6483,4.8389,0.0000,10.0840,2.2415,48.1566,0.0000,37.1375,0.0000,2.3804,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.029,-8.387,3.138,0.341,1.488,0.000000,-0.082441,0.670499,0.131320,0.280621
122,887.75,0.200,-11.745,1.6481,4.8389,0.0000,10.0836,2.2416,48.1574,0.0000,37.1371,0.0000,2.3804,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.028,-8.385,3.138,0.341,1.488,0.000000,-0.082438,0.670511,0.131319,0.280608
123,893.33,0.150,-11.650,1.7177,4.8349,0.0000,10.2279,2.2609,47.8784,0.0000,37.2108,0.0000,2.4219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.582,-8.757,3.279,0.355,1.552,0.000000,-0.084258,0.666257,0.133534,0.284467
124,892.75,0.150,-11.660,1.7306,4.8349,0.0000,10.2527,2.2558,47.8372,0.0000,37.2314,0.0000,2.4230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.677,-8.826,3.303,0.358,1.563,0.000000,-0.084428,0.665681,0.133592,0.285156
125,892.76,0.150,-11.660,1.7304,4.8349,0.0000,10.2523,2.2559,47.8379,0.0000,37.2310,0.0000,2.4230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.676,-8.825,3.303,0.358,1.563,0.000000,-0.084425,0.665691,0.133591,0.285143
126,898.76,0.100,-11.557,1.8094,4.8301,0.0000,10.4465,2.2803,47.4615,0.0000,37.3382,0.0000,2.4734,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.313,-9.253,3.464,0.375,1.636,0.000000,-0.086615,0.659993,0.136279,0.290343
127,898.03,0.100,-11.570,1.8230,4.8300,0.0000,10.4760,2.2746,47.4119,0.0000,37.3627,0.0000,2.4748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.413,-9.326,3.490,0.377,1.648,0.000000,-0.086812,0.659298,0.136351,0.291162
128,898.04,0.100,-11.570,1.8229,4.8300,0.0000,10.4758,2.2747,47.4124,0.0000,37.3624,0.0000,2.4747,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.412,-9.325,3.489,0.377,1.648,0.000000,-0.086810,0.659305,0.136350,0.291155
129,904.83,0.050,-11.454,1.9200,4.8234,0.0000,10.7793,2.3139,46.8186,0.0000,37.5425,0.0000,2.5457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-14.213,-9.867,3.689,0.398,1.737,0.000000,-0.089770,0.650375,0.140113,0.299282
130,903.93,0.050,-11.470,1.9337,4.8233,0.0000,10.8151,2.3082,46.7573,0.0000,37.5718,0.0000,2.5476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-14.314,-9.942,3.714,0.401,1.750,0.000000,-0.089998,0.649512,0.140215,0.300270
